sample_id,style_condition,ccer_score,gold_entity_count,error_type_profile
scenario_089_clinical_charting,clinical_charting,1.6,15,"{""omission"": 6, ""hallucination"": 1, ""numeric_error"": 3}"
scenario_089_formal_template,formal_template,1.2,15,"{""omission"": 9}"
scenario_089_telegraphic_icu,telegraphic_icu,1.3333,15,"{""omission"": 4, ""hallucination"": 1, ""numeric_error"": 3}"
scenario_090_clinical_charting,clinical_charting,1.5,12,"{""omission"": 6, ""hallucination"": 2}"
scenario_090_formal_template,formal_template,1.5833,12,"{""omission"": 8, ""hallucination"": 1}"
scenario_090_telegraphic_icu,telegraphic_icu,1.5833,12,"{""omission"": 8, ""hallucination"": 1}"
scenario_091_clinical_charting,clinical_charting,1.6429,14,"{""omission"": 10, ""numeric_error"": 1}"
scenario_091_formal_template,formal_template,1.5,14,"{""omission"": 9, ""numeric_error"": 1}"
scenario_091_telegraphic_icu,telegraphic_icu,1.5714,14,"{""omission"": 11}"
scenario_092_clinical_charting,clinical_charting,1.7692,13,"{""omission"": 3, ""hallucination"": 1, ""numeric_error"": 4, ""substitution"": 1}"
scenario_092_formal_template,formal_template,1.3846,13,"{""omission"": 8, ""substitution"": 1}"
scenario_092_telegraphic_icu,telegraphic_icu,1.3846,13,"{""omission"": 6, ""numeric_error"": 2}"
scenario_093_clinical_charting,clinical_charting,1.125,16,"{""omission"": 3, ""numeric_error"": 4}"
scenario_093_formal_template,formal_template,1.25,16,"{""omission"": 10}"
scenario_093_telegraphic_icu,telegraphic_icu,1.5,16,"{""omission"": 9, ""numeric_error"": 1, ""hallucination"": 1}"
scenario_094_clinical_charting,clinical_charting,1.25,16,"{""numeric_error"": 3, ""omission"": 4, ""hallucination"": 1}"
scenario_094_formal_template,formal_template,1.625,16,"{""omission"": 10, ""numeric_error"": 1, ""hallucination"": 1}"
scenario_094_telegraphic_icu,telegraphic_icu,1.1875,16,"{""omission"": 5, ""hallucination"": 1, ""numeric_error"": 2}"
scenario_095_clinical_charting,clinical_charting,1.0667,15,"{""hallucination"": 2, ""omission"": 5}"
scenario_095_formal_template,formal_template,1.2,15,"{""omission"": 9}"
scenario_095_telegraphic_icu,telegraphic_icu,1.3333,15,"{""device_error"": 1, ""hallucination"": 2, ""numeric_error"": 2, ""omission"": 3}"
scenario_096_clinical_charting,clinical_charting,1.2667,15,"{""hallucination"": 2, ""omission"": 4, ""numeric_error"": 1, ""substitution"": 1}"
scenario_096_formal_template,formal_template,1.2667,15,"{""omission"": 8, ""numeric_error"": 1}"
scenario_096_telegraphic_icu,telegraphic_icu,1.6667,15,"{""omission"": 8, ""hallucination"": 1, ""numeric_error"": 2}"
scenario_097_clinical_charting,clinical_charting,1.5833,12,"{""omission"": 8, ""numeric_error"": 1}"
scenario_097_formal_template,formal_template,1.5833,12,"{""omission"": 8, ""numeric_error"": 1}"
scenario_097_telegraphic_icu,telegraphic_icu,1.3333,12,"{""omission"": 8}"
scenario_098_clinical_charting,clinical_charting,1.0667,15,"{""omission"": 2, ""hallucination"": 1, ""numeric_error"": 3}"
scenario_098_formal_template,formal_template,1.3333,15,"{""omission"": 10}"
scenario_098_telegraphic_icu,telegraphic_icu,1.3333,15,"{""omission"": 7, ""numeric_error"": 1, ""hallucination"": 1}"
scenario_099_clinical_charting,clinical_charting,1.2143,14,"{""hallucination"": 2, ""numeric_error"": 1, ""omission"": 4}"
scenario_099_formal_template,formal_template,1.4286,14,"{""omission"": 7, ""numeric_error"": 1, ""hallucination"": 1}"
scenario_099_telegraphic_icu,telegraphic_icu,1.4286,14,"{""omission"": 4, ""numeric_error"": 4}"
scenario_100_clinical_charting,clinical_charting,1.1333,15,"{""omission"": 4, ""numeric_error"": 3}"
scenario_100_formal_template,formal_template,1.2,15,"{""omission"": 9}"
scenario_100_telegraphic_icu,telegraphic_icu,1.4667,15,"{""omission"": 5, ""numeric_error"": 4}"
